"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,50,5,1,50,3,0,0
50,98,9,1,95,5,1,1
98,24,5,1,75,4,0,0
24,47,4,0,95,5,0,1
47,92,9,1,95,5,1,1
92,179,8,1,95,5,1,1
179,349,2,0,95,5,0,1
349,262,5,0,25,2,1,0
262,100,4,0,95,5,0,1
100,105,7,0,5,1,0,1
105,205,2,0,95,5,0,1
205,400,1,0,95,5,0,1
400,780,1,0,95,5,0,1
780,39,6,1,95,5,0,0
39,76,5,1,95,5,1,1
76,72,4,1,5,1,0,0
72,140,6,1,95,5,1,1
140,100,1,0,95,5,0,1
100,95,4,1,5,1,0,0
95,185,7,1,95,5,1,1
185,194,6,0,5,1,0,1
194,378,1,0,95,5,0,1
378,359,6,0,5,1,1,0
359,700,9,1,95,5,1,1
700,665,4,1,5,1,0,0
665,1297,3,0,95,5,0,1
1297,100,4,0,95,5,1,0
100,195,3,0,95,5,0,1
195,380,3,0,95,5,0,1
380,741,9,1,95,5,1,1
741,1445,9,1,95,5,1,1
1445,2818,3,0,95,5,0,1
2818,5495,1,0,95,5,0,1
5495,10715,2,0,95,5,0,1
10715,11251,4,1,5,1,1,1
11251,100,6,1,95,5,0,0
100,75,5,1,25,2,0,0
75,146,2,0,95,5,0,1
146,285,2,0,95,5,0,1
285,14,2,0,95,5,1,0
14,27,8,1,95,5,1,1
27,53,8,1,95,5,1,1
53,50,3,1,5,1,0,0
50,48,6,0,5,1,1,0
48,100,1,0,95,5,0,1
100,195,1,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,4,0,95,5,0,1
741,1445,7,1,95,5,1,1
1445,2818,9,1,95,5,1,1
2818,5495,7,1,95,5,1,1
5495,10715,1,0,95,5,0,1
10715,18751,5,1,75,4,1,1
18751,100,4,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,2,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,9,1,95,5,1,1
1445,2818,3,0,95,5,0,1
2818,141,2,0,95,5,1,0
141,134,8,0,5,1,1,0
134,234,5,1,75,4,1,1
234,100,4,0,95,5,0,1
100,195,9,1,95,5,1,1
195,185,6,0,5,1,1,0
185,9,5,0,95,5,1,0
9,18,8,1,95,5,1,1
18,35,8,1,95,5,1,1
35,68,2,0,95,5,0,1
68,133,9,1,95,5,1,1
133,259,9,1,95,5,1,1
259,100,5,0,5,1,0,1
100,95,6,0,5,1,1,0
95,100,6,0,5,1,0,1
100,105,7,0,5,1,0,1
105,110,5,1,5,1,1,1
110,6,8,1,95,5,0,0
6,100,7,1,95,5,0,0
100,5,6,1,95,5,0,0
5,2,5,0,50,3,1,0
2,4,1,0,95,5,0,1
4,100,6,1,95,5,0,0
100,195,4,0,95,5,0,1
195,380,6,1,95,5,1,1
380,19,8,1,95,5,0,0
19,100,9,1,95,5,0,0
100,5,8,1,95,5,0,0
5,5,5,1,5,1,1,1
5,8,1,0,50,3,0,1
8,16,8,1,95,5,1,1
16,17,5,0,5,1,0,1
17,33,3,0,95,5,0,1
33,64,9,1,95,5,1,1
64,125,3,0,95,5,0,1
125,100,6,1,95,5,1,1
100,195,2,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,8,1,95,5,1,1
741,1445,6,1,95,5,1,1
1445,2818,8,1,95,5,1,1
2818,5495,8,1,95,5,1,1
5495,10715,9,1,95,5,1,1
10715,20894,2,0,95,5,0,1
20894,100,9,1,95,5,1,1
100,5,4,0,95,5,1,0
5,100,3,0,95,5,1,0
100,195,9,1,95,5,1,1
195,98,5,0,50,3,1,0
98,5,7,1,95,5,0,0
5,2,7,0,50,3,1,0
2,3,8,1,50,3,1,1
3,2,4,1,25,2,0,0
2,100,9,1,95,5,0,0
100,5,6,1,95,5,0,0
5,5,2,0,5,1,1,0
5,9,9,1,75,4,1,1
9,18,4,0,95,5,0,1
18,35,7,1,95,5,1,1
35,68,1,0,95,5,0,1
68,3,9,1,95,5,0,0
3,6,3,0,95,5,0,1
6,100,6,1,50,3,1,1
100,95,4,1,5,1,0,0
95,24,5,0,75,4,1,0
24,47,2,0,95,5,0,1
47,92,1,0,95,5,0,1
92,179,2,0,95,5,0,1
179,349,8,1,95,5,1,1
349,366,4,1,5,1,1,1
366,714,3,0,95,5,0,1
714,100,2,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,9,1,95,5,1,1
380,19,2,0,95,5,1,0
19,37,5,1,95,5,1,1
37,72,1,0,95,5,0,1
72,140,2,0,95,5,0,1
140,273,9,1,95,5,1,1
273,532,2,0,95,5,0,1
532,100,4,0,95,5,0,1
100,105,4,1,5,1,1,1
105,205,8,1,95,5,1,1
205,400,8,1,95,5,1,1
400,780,8,1,95,5,1,1
780,1521,2,0,95,5,0,1
1521,2966,1,0,95,5,0,1
2966,5784,1,0,95,5,0,1
5784,6073,6,0,5,1,0,1
6073,100,6,1,95,5,1,1
100,195,2,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,4,0,95,5,0,1
741,1445,7,1,95,5,1,1
1445,1517,5,0,5,1,0,1
1517,76,6,1,95,5,0,0
76,148,2,0,95,5,0,1
148,289,5,0,95,5,0,1
289,564,1,0,95,5,0,1
