"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,3,0,95,5,0,1
195,380,3,0,95,5,0,1
380,19,6,1,95,5,0,0
19,37,8,1,95,5,1,1
37,72,7,1,95,5,1,1
72,140,8,1,95,5,1,1
140,273,7,1,95,5,1,1
273,532,1,0,95,5,0,1
532,100,4,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,3,0,95,5,0,1
380,361,3,1,5,1,0,0
361,18,3,0,95,5,1,0
18,35,8,1,95,5,1,1
35,2,5,1,95,5,0,0
2,4,3,0,95,5,0,1
4,8,3,0,95,5,0,1
8,100,3,0,95,5,1,0
100,195,4,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,9,1,95,5,1,1
741,1445,6,1,95,5,1,1
1445,72,2,0,95,5,1,0
72,140,8,1,95,5,1,1
140,273,9,1,95,5,1,1
273,532,1,0,95,5,0,1
532,100,8,1,95,5,0,0
100,195,7,1,95,5,1,1
195,380,8,1,95,5,1,1
380,741,2,0,95,5,0,1
741,37,4,0,95,5,1,0
37,72,8,1,95,5,1,1
72,68,6,0,5,1,1,0
68,133,2,0,95,5,0,1
133,259,7,1,95,5,1,1
259,100,7,1,95,5,0,0
100,95,4,1,5,1,0,0
95,5,7,1,95,5,0,0
5,9,9,1,75,4,1,1
9,100,2,0,95,5,1,0
100,195,3,0,95,5,0,1
195,10,8,1,95,5,0,0
10,20,2,0,95,5,0,1
20,39,6,1,95,5,1,1
39,76,8,1,95,5,1,1
76,148,8,1,95,5,1,1
148,289,1,0,95,5,0,1
289,564,2,0,95,5,0,1
564,1100,7,1,95,5,1,1
