"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,4,0,95,5,0,1
195,10,6,1,95,5,0,0
10,18,6,1,75,4,1,1
18,35,2,0,95,5,0,1
35,68,4,0,95,5,0,1
68,133,2,0,95,5,0,1
133,259,4,0,95,5,0,1
259,505,7,1,95,5,1,1
505,100,4,1,5,1,0,0
100,5,9,1,95,5,0,0
5,10,8,1,95,5,1,1
10,20,2,0,95,5,0,1
20,19,6,0,5,1,1,0
19,37,2,0,95,5,0,1
37,72,3,0,95,5,0,1
72,140,7,1,95,5,1,1
140,273,8,1,95,5,1,1
273,100,2,0,95,5,0,1
100,105,6,0,5,1,0,1
105,110,3,1,5,1,1,1
110,214,2,0,95,5,0,1
214,417,1,0,95,5,0,1
417,21,6,1,95,5,0,0
21,20,3,1,5,1,0,0
20,39,2,0,95,5,0,1
39,76,1,0,95,5,0,1
76,100,1,0,95,5,0,1
100,5,7,1,95,5,0,0
5,6,7,0,25,2,0,1
6,9,4,1,50,3,1,1
9,16,8,1,75,4,1,1
16,31,8,1,95,5,1,1
31,60,9,1,95,5,1,1
60,117,2,0,95,5,0,1
117,228,2,0,95,5,0,1
228,100,6,0,5,1,0,1
100,195,7,1,95,5,1,1
195,185,5,0,5,1,1,0
185,361,7,1,95,5,1,1
361,704,7,1,95,5,1,1
704,1373,6,1,95,5,1,1
1373,2677,1,0,95,5,0,1
2677,134,8,1,95,5,0,0
134,261,4,0,95,5,0,1
261,100,9,1,95,5,0,0
100,50,5,1,50,3,0,0
50,98,9,1,95,5,1,1
98,191,7,1,95,5,1,1
191,372,4,0,95,5,0,1
372,725,1,0,95,5,0,1
725,36,6,1,95,5,0,0
36,70,3,0,95,5,0,1
70,4,2,0,95,5,1,0
4,100,8,1,95,5,1,1
100,5,7,1,95,5,0,0
5,100,2,0,95,5,1,0
100,195,1,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,2,0,95,5,0,1
741,1445,7,1,95,5,1,1
1445,72,8,1,95,5,0,0
72,140,2,0,95,5,0,1
140,273,8,1,95,5,1,1
273,259,6,0,5,1,1,0
259,100,1,0,95,5,0,1
100,195,3,0,95,5,0,1
195,98,5,0,50,3,1,0
98,5,9,1,95,5,0,0
5,9,2,0,75,4,0,1
9,9,3,1,5,1,0,0
9,16,9,1,75,4,1,1
16,100,6,1,95,5,0,0
100,150,5,0,50,3,0,1
150,292,9,1,95,5,1,1
292,569,7,1,95,5,1,1
569,1110,1,0,95,5,0,1
1110,56,4,0,95,5,1,0
56,53,1,1,5,1,0,0
53,103,7,1,95,5,1,1
103,5,6,1,95,5,0,0
5,100,7,0,5,1,1,0
100,5,3,0,95,5,1,0
5,6,6,1,25,2,1,1
6,4,6,1,25,2,0,0
4,4,6,0,5,1,1,0
4,8,8,1,95,5,1,1
8,16,1,0,95,5,0,1
16,15,3,1,5,1,0,0
15,100,3,0,95,5,1,0
100,105,4,1,5,1,1,1
105,205,1,0,95,5,0,1
205,10,6,1,95,5,0,0
10,10,7,0,5,1,1,0
10,15,6,1,50,3,1,1
15,16,5,0,5,1,0,1
16,31,7,1,95,5,1,1
31,60,9,1,95,5,1,1
60,100,9,1,95,5,1,1
100,105,1,1,5,1,1,1
105,205,8,1,95,5,1,1
205,400,1,0,95,5,0,1
400,20,6,1,95,5,0,0
20,39,1,0,95,5,0,1
39,76,7,1,95,5,1,1
76,72,4,1,5,1,0,0
72,68,4,1,5,1,0,0
68,100,6,0,5,1,1,0
100,5,2,0,95,5,1,0
5,10,8,1,95,5,1,1
10,20,1,0,95,5,0,1
20,39,9,1,95,5,1,1
39,76,9,1,95,5,1,1
76,148,8,1,95,5,1,1
148,289,3,0,95,5,0,1
289,14,7,1,95,5,0,0
14,100,7,1,95,5,1,1
100,195,4,0,95,5,0,1
195,380,8,1,95,5,1,1
380,19,7,1,95,5,0,0
19,18,6,0,5,1,1,0
18,35,4,0,95,5,0,1
35,33,7,0,5,1,1,0
33,35,5,0,5,1,0,1
35,68,9,1,95,5,1,1
68,100,2,0,95,5,0,1
100,195,9,1,95,5,1,1
195,10,3,0,95,5,1,0
10,20,9,1,95,5,1,1
20,39,3,0,95,5,0,1
39,76,2,0,95,5,0,1
76,57,5,0,25,2,1,0
57,111,2,0,95,5,0,1
111,216,3,0,95,5,0,1
216,100,1,0,95,5,0,1
100,195,2,0,95,5,0,1
195,10,3,0,95,5,1,0
10,20,8,1,95,5,1,1
20,39,3,0,95,5,0,1
39,41,4,1,5,1,1,1
41,80,7,1,95,5,1,1
80,156,2,0,95,5,0,1
156,304,4,0,95,5,0,1
304,100,4,0,95,5,0,1
100,195,7,1,95,5,1,1
195,380,8,1,95,5,1,1
380,19,7,1,95,5,0,0
19,37,2,0,95,5,0,1
37,9,6,1,75,4,0,0
9,14,5,0,50,3,0,1
14,27,1,0,95,5,0,1
27,53,7,1,95,5,1,1
53,100,6,1,95,5,1,1
100,195,9,1,95,5,1,1
195,380,1,0,95,5,0,1
380,19,2,0,95,5,1,0
19,37,9,1,95,5,1,1
37,72,8,1,95,5,1,1
72,68,3,1,5,1,0,0
68,133,8,1,95,5,1,1
133,259,9,1,95,5,1,1
259,100,6,1,95,5,0,0
100,195,3,0,95,5,0,1
195,380,8,1,95,5,1,1
380,741,6,1,95,5,1,1
741,37,4,0,95,5,1,0
37,72,3,0,95,5,0,1
72,140,2,0,95,5,0,1
140,133,2,1,5,1,0,0
133,259,6,1,95,5,1,1
259,505,2,0,95,5,0,1
