"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,95,7,0,5,1,1,0
95,48,5,1,50,3,0,0
48,46,9,0,5,1,1,0
46,44,7,0,5,1,1,0
44,42,5,1,5,1,0,0
42,82,8,1,95,5,1,1
82,86,2,1,5,1,1,1
86,82,4,1,5,1,0,0
82,100,2,1,5,1,0,0
100,195,3,0,95,5,0,1
195,380,1,0,95,5,0,1
380,399,4,1,5,1,1,1
399,379,1,1,5,1,0,0
379,739,7,1,95,5,1,1
739,702,3,1,5,1,0,0
702,35,7,1,95,5,0,0
35,37,6,1,5,1,1,1
37,100,1,0,95,5,0,1
100,105,1,1,5,1,1,1
105,205,7,1,95,5,1,1
205,195,9,0,5,1,1,0
195,185,8,0,5,1,1,0
185,361,3,0,95,5,0,1
361,271,5,0,25,2,1,0
271,257,4,1,5,1,0,0
257,501,8,1,95,5,1,1
501,100,7,1,95,5,0,0
100,95,4,1,5,1,0,0
95,185,8,1,95,5,1,1
185,194,4,1,5,1,1,1
194,378,1,0,95,5,0,1
378,737,1,0,95,5,0,1
737,774,5,0,5,1,0,1
774,1509,7,1,95,5,1,1
1509,1434,4,1,5,1,0,0
1434,100,1,0,95,5,0,1
100,195,3,0,95,5,0,1
195,380,3,0,95,5,0,1
380,741,3,0,95,5,0,1
741,1445,7,1,95,5,1,1
1445,2818,9,1,95,5,1,1
2818,5495,8,1,95,5,1,1
5495,5220,7,0,5,1,1,0
5220,10179,3,0,95,5,0,1
10179,100,8,1,95,5,1,1
100,195,1,0,95,5,0,1
195,185,8,0,5,1,1,0
185,361,4,0,95,5,0,1
361,90,5,1,75,4,0,0
90,176,4,0,95,5,0,1
176,185,3,1,5,1,1,1
185,176,4,1,5,1,0,0
176,343,6,1,95,5,1,1
343,100,7,1,95,5,1,1
100,5,3,0,95,5,1,0
5,4,7,1,25,2,0,0
4,4,3,0,5,1,1,0
4,3,6,0,25,2,1,0
3,100,2,1,95,5,0,0
100,5,6,1,95,5,0,0
5,5,6,0,5,1,0,1
5,100,5,0,75,4,1,0
100,95,4,1,5,1,0,0
95,100,6,0,5,1,0,1
100,195,2,0,95,5,0,1
195,380,9,1,95,5,1,1
380,399,1,1,5,1,1,1
399,778,9,1,95,5,1,1
778,739,1,1,5,1,0,0
739,776,2,1,5,1,1,1
776,100,1,0,95,5,0,1
100,195,2,0,95,5,0,1
195,380,8,1,95,5,1,1
380,741,9,1,95,5,1,1
741,37,1,0,95,5,1,0
37,72,7,1,95,5,1,1
72,140,7,1,95,5,1,1
140,133,1,1,5,1,0,0
133,126,5,1,5,1,0,0
126,100,1,0,95,5,0,1
100,95,7,0,5,1,1,0
95,185,7,1,95,5,1,1
185,231,5,1,25,2,1,1
231,450,8,1,95,5,1,1
450,878,6,1,95,5,1,1
878,1712,4,0,95,5,0,1
1712,3338,4,0,95,5,0,1
3338,3171,1,1,5,1,0,0
3171,100,3,0,95,5,0,1
100,95,1,1,5,1,0,0
95,185,9,1,95,5,1,1
185,361,2,0,95,5,0,1
361,704,9,1,95,5,1,1
704,35,9,1,95,5,0,0
35,68,3,0,95,5,0,1
68,65,5,0,5,1,1,0
65,127,5,0,95,5,0,1
127,100,7,1,95,5,0,0
100,195,4,0,95,5,0,1
195,10,7,1,95,5,0,0
10,2,3,0,75,4,1,0
2,100,5,1,95,5,0,0
100,5,9,1,95,5,0,0
5,5,7,1,5,1,1,1
5,5,7,0,5,1,0,1
5,4,5,1,25,2,0,0
4,4,5,1,5,1,1,1
4,6,8,1,50,3,1,1
6,2,5,0,75,4,1,0
2,2,3,0,25,2,0,1
2,100,9,0,75,4,0,1
100,195,7,1,95,5,1,1
195,244,5,0,25,2,0,1
244,476,3,0,95,5,0,1
476,928,7,1,95,5,1,1
928,1810,4,0,95,5,0,1
1810,1720,8,0,5,1,1,0
1720,3354,7,1,95,5,1,1
3354,6540,2,0,95,5,0,1
6540,100,2,1,5,1,0,0
100,5,6,1,95,5,0,0
5,8,4,0,50,3,0,1
8,2,3,0,75,4,1,0
2,2,5,1,5,1,0,0
2,2,2,0,25,2,0,1
2,100,8,0,50,3,1,0
100,195,9,1,95,5,1,1
195,341,5,1,75,4,1,1
341,17,4,0,95,5,1,0
17,8,4,0,50,3,1,0
8,8,5,1,5,1,0,0
8,4,9,0,50,3,1,0
4,8,9,1,95,5,1,1
8,100,3,0,95,5,1,0
100,125,5,0,25,2,0,1
125,6,1,0,95,5,1,0
6,4,1,1,25,2,0,0
4,7,8,1,75,4,1,1
7,100,7,1,95,5,0,0
100,5,2,0,95,5,1,0
5,9,9,1,75,4,1,1
9,11,2,1,25,2,1,1
11,14,3,1,25,2,1,1
14,27,1,0,95,5,0,1
27,26,7,0,5,1,1,0
26,51,7,1,95,5,1,1
51,89,4,0,75,4,0,1
89,100,2,0,95,5,0,1
100,105,4,1,5,1,1,1
105,100,4,1,5,1,0,0
100,75,5,1,25,2,0,0
75,79,6,0,5,1,0,1
79,154,7,1,95,5,1,1
154,8,9,1,95,5,0,0
8,4,6,1,50,3,0,0
4,5,6,1,25,2,1,1
5,2,2,0,50,3,1,0
