"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,2,0,95,5,1,0
5,10,8,1,95,5,1,1
10,20,7,1,95,5,1,1
20,30,5,1,50,3,1,1
30,58,5,0,95,5,0,1
58,61,3,1,5,1,1,1
61,119,4,0,95,5,0,1
119,6,2,0,95,5,1,0
6,100,6,1,95,5,0,0
100,195,8,1,95,5,1,1
195,10,3,0,95,5,1,0
10,100,4,0,95,5,1,0
100,195,2,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,4,0,95,5,0,1
741,37,4,0,95,5,1,0
37,2,8,1,95,5,0,0
2,4,8,1,95,5,1,1
4,5,5,0,25,2,0,1
5,100,6,1,75,4,0,0
100,95,3,1,5,1,0,0
95,185,9,1,95,5,1,1
185,361,2,0,95,5,0,1
361,18,7,1,95,5,0,0
18,100,2,0,95,5,1,0
100,195,8,1,95,5,1,1
195,380,9,1,95,5,1,1
380,741,2,0,95,5,0,1
741,37,5,1,95,5,0,0
37,72,7,1,95,5,1,1
72,140,2,0,95,5,0,1
140,7,3,0,95,5,1,0
7,14,2,0,95,5,0,1
14,100,8,1,95,5,1,1
100,195,4,0,95,5,0,1
195,380,2,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1112,5,1,50,3,1,1
1112,56,4,0,95,5,1,0
56,59,3,1,5,1,1,1
59,115,5,0,95,5,0,1
115,224,2,0,95,5,0,1
224,213,3,1,5,1,0,0
