"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,50,5,1,50,3,0,0
50,62,5,1,25,2,1,1
62,3,3,0,95,5,1,0
3,5,9,1,75,4,1,1
5,10,3,0,95,5,0,1
10,20,1,0,95,5,0,1
20,19,4,1,5,1,0,0
19,37,1,0,95,5,0,1
37,100,6,0,5,1,1,0
100,195,8,1,95,5,1,1
195,380,3,0,95,5,0,1
380,19,9,1,95,5,0,0
19,37,9,1,95,5,1,1
37,35,3,1,5,1,0,0
35,68,2,0,95,5,0,1
68,3,4,0,95,5,1,0
3,5,2,0,75,4,0,1
5,100,7,1,50,3,1,1
100,95,5,0,5,1,1,0
95,185,1,0,95,5,0,1
185,361,7,1,95,5,1,1
361,343,5,1,5,1,0,0
343,17,6,1,95,5,0,0
17,33,2,0,95,5,0,1
33,64,1,0,95,5,0,1
64,125,4,0,95,5,0,1
125,100,9,1,95,5,1,1
100,5,2,0,95,5,1,0
5,9,1,0,75,4,0,1
9,18,8,1,95,5,1,1
18,17,5,0,5,1,1,0
17,33,2,0,95,5,0,1
33,64,7,1,95,5,1,1
64,112,5,0,75,4,0,1
112,218,1,0,95,5,0,1
218,100,8,1,95,5,1,1
100,195,2,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,9,1,95,5,1,1
741,778,2,1,5,1,1,1
778,1517,8,1,95,5,1,1
1517,379,5,1,75,4,0,0
379,739,8,1,95,5,1,1
739,1441,1,0,95,5,0,1
1441,100,1,0,95,5,0,1
100,105,6,0,5,1,0,1
105,205,3,0,95,5,0,1
205,400,3,0,95,5,0,1
400,700,5,1,75,4,1,1
700,1365,4,0,95,5,0,1
1365,2662,7,1,95,5,1,1
2662,1331,5,0,50,3,1,0
1331,2595,2,0,95,5,0,1
2595,100,4,0,95,5,0,1
100,195,1,0,95,5,0,1
195,49,5,0,75,4,1,0
49,96,9,1,95,5,1,1
96,187,7,1,95,5,1,1
187,178,6,0,5,1,1,0
178,169,4,1,5,1,0,0
169,8,3,0,95,5,1,0
8,16,9,1,95,5,1,1
16,100,3,1,5,1,1,1
100,195,1,0,95,5,0,1
195,10,3,0,95,5,1,0
10,18,5,0,75,4,0,1
18,35,8,1,95,5,1,1
35,61,4,0,75,4,0,1
61,119,3,0,95,5,0,1
119,232,8,1,95,5,1,1
232,452,6,1,95,5,1,1
452,100,8,1,95,5,1,1
100,195,9,1,95,5,1,1
195,380,4,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,9,1,95,5,1,1
1445,1373,4,1,5,1,0,0
1373,2677,3,0,95,5,0,1
2677,134,7,1,95,5,0,0
134,7,1,0,95,5,1,0
7,100,2,0,95,5,0,1
100,195,1,0,95,5,0,1
195,380,2,0,95,5,0,1
380,741,1,0,95,5,0,1
741,370,5,0,50,3,1,0
370,722,2,0,95,5,0,1
722,902,5,1,25,2,1,1
902,45,7,1,95,5,0,0
45,88,8,1,95,5,1,1
88,100,4,0,95,5,0,1
100,105,4,1,5,1,1,1
105,205,1,0,95,5,0,1
205,195,4,1,5,1,0,0
195,380,4,0,95,5,0,1
380,741,6,1,95,5,1,1
741,926,5,1,25,2,1,1
926,1806,1,0,95,5,0,1
1806,90,5,1,95,5,0,0
90,100,5,1,25,2,1,1
100,105,7,0,5,1,0,1
105,205,6,1,95,5,1,1
205,10,4,0,95,5,1,0
10,100,2,0,95,5,1,0
100,5,7,1,95,5,0,0
5,10,7,1,95,5,1,1
10,100,2,0,95,5,1,0
100,195,9,1,95,5,1,1
195,185,6,0,5,1,1,0
185,361,2,0,95,5,0,1
361,18,6,1,95,5,0,0
18,35,8,1,95,5,1,1
35,68,9,1,95,5,1,1
68,119,5,1,75,4,1,1
119,232,5,1,95,5,1,1
232,100,4,0,95,5,0,1
100,195,6,1,95,5,1,1
195,380,3,0,95,5,0,1
380,741,4,0,95,5,0,1
741,1297,5,0,75,4,0,1
1297,2529,4,0,95,5,0,1
2529,4932,9,1,95,5,1,1
4932,9617,6,1,95,5,1,1
9617,18753,3,0,95,5,0,1
18753,100,1,0,95,5,0,1
100,95,4,1,5,1,0,0
95,5,4,0,95,5,1,0
5,10,1,0,95,5,0,1
10,15,9,1,50,3,1,1
15,100,9,1,95,5,0,0
100,195,8,1,95,5,1,1
195,380,3,0,95,5,0,1
380,361,1,1,5,1,0,0
361,704,9,1,95,5,1,1
704,1373,8,1,95,5,1,1
1373,69,9,1,95,5,0,0
69,72,5,0,5,1,0,1
72,140,6,1,95,5,1,1
140,100,4,0,95,5,1,0
100,195,4,0,95,5,0,1
195,292,5,0,50,3,0,1
292,569,9,1,95,5,1,1
569,28,6,1,95,5,0,0
28,7,5,0,75,4,1,0
7,14,8,1,95,5,1,1
14,27,6,1,95,5,1,1
27,100,1,0,95,5,1,0
100,5,4,0,95,5,1,0
5,100,6,0,95,5,1,0
100,5,9,1,95,5,0,0
5,10,2,0,95,5,0,1
10,20,9,1,95,5,1,1
20,39,2,0,95,5,0,1
39,76,2,0,95,5,0,1
76,148,1,0,95,5,0,1
148,155,5,1,5,1,1,1
155,302,7,1,95,5,1,1
302,589,6,1,95,5,1,1
