"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,9,1,95,5,0,0
5,10,3,0,95,5,0,1
10,20,1,0,95,5,0,1
20,39,9,1,95,5,1,1
39,2,4,0,95,5,1,0
2,4,3,0,75,4,0,1
4,100,5,0,75,4,1,0
100,195,5,0,95,5,0,1
195,341,5,1,75,4,1,1
341,512,5,0,50,3,0,1
512,26,6,1,95,5,0,0
26,51,1,0,95,5,0,1
51,99,9,1,95,5,1,1
99,94,3,1,5,1,0,0
94,183,9,1,95,5,1,1
183,100,8,1,95,5,1,1
100,195,4,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,6,1,95,5,1,1
741,704,7,0,5,1,1,0
704,1373,3,0,95,5,0,1
1373,69,3,0,95,5,1,0
69,3,8,1,95,5,0,0
3,6,9,1,95,5,1,1
6,100,4,0,95,5,0,1
100,195,8,1,95,5,1,1
195,380,6,1,95,5,1,1
380,361,8,0,5,1,1,0
361,704,2,0,95,5,0,1
704,669,3,1,5,1,0,0
669,636,2,1,5,1,0,0
636,1240,6,1,95,5,1,1
1240,1178,7,0,5,1,1,0
1178,100,2,0,95,5,1,0
100,95,5,0,5,1,1,0
95,90,4,1,5,1,0,0
90,176,2,0,95,5,0,1
176,343,7,1,95,5,1,1
343,17,7,1,95,5,0,0
17,33,3,0,95,5,0,1
33,31,6,0,5,1,1,0
31,29,3,1,5,1,0,0
29,100,3,0,95,5,1,0
100,195,2,0,95,5,0,1
195,185,7,0,5,1,1,0
185,194,4,1,5,1,1,1
194,184,7,0,5,1,1,0
184,359,4,0,95,5,0,1
359,700,2,0,95,5,0,1
700,35,3,0,95,5,1,0
35,68,4,0,95,5,0,1
68,100,2,0,95,5,0,1
100,5,7,1,95,5,0,0
5,9,1,0,75,4,0,1
9,100,5,0,95,5,1,0
100,5,7,1,95,5,0,0
5,10,1,0,95,5,0,1
10,10,6,0,5,1,0,1
10,20,1,0,95,5,0,1
20,39,3,0,95,5,0,1
39,76,9,1,95,5,1,1
76,148,2,0,95,5,0,1
148,289,6,1,95,5,1,1
289,100,6,0,5,1,0,1
100,195,8,1,95,5,1,1
195,380,7,1,95,5,1,1
380,741,1,0,95,5,0,1
741,185,5,1,75,4,0,0
185,361,8,1,95,5,1,1
361,704,3,0,95,5,0,1
704,1373,7,1,95,5,1,1
1373,1304,4,1,5,1,0,0
1304,100,2,0,95,5,0,1
100,195,3,0,95,5,0,1
195,185,3,1,5,1,0,0
185,9,3,0,95,5,1,0
9,18,7,1,95,5,1,1
18,100,7,1,95,5,0,0
100,195,4,0,95,5,0,1
195,380,8,1,95,5,1,1
380,399,6,0,5,1,0,1
399,778,1,0,95,5,0,1
778,1517,8,1,95,5,1,1
1517,2958,1,0,95,5,0,1
2958,5768,8,1,95,5,1,1
5768,8652,5,1,50,3,1,1
8652,100,3,1,5,1,1,1
100,5,7,1,95,5,0,0
5,10,5,1,95,5,1,1
10,20,4,0,95,5,0,1
20,19,7,0,5,1,1,0
19,37,3,0,95,5,0,1
37,2,4,0,95,5,1,0
2,2,8,1,5,1,0,0
2,4,8,1,95,5,1,1
4,100,4,0,95,5,1,0
100,5,6,1,95,5,0,0
5,100,3,0,75,4,1,0
100,195,7,1,95,5,1,1
195,10,5,0,95,5,1,0
10,20,7,1,95,5,1,1
20,39,2,0,95,5,0,1
39,37,4,1,5,1,0,0
37,72,9,1,95,5,1,1
72,68,5,1,5,1,0,0
68,3,3,0,95,5,1,0
3,100,1,0,95,5,0,1
100,5,8,1,95,5,0,0
5,10,9,1,95,5,1,1
10,20,3,0,95,5,0,1
20,39,3,0,95,5,0,1
39,2,6,1,95,5,0,0
2,4,9,1,95,5,1,1
4,7,9,1,75,4,1,1
7,7,5,1,5,1,0,0
7,100,9,1,95,5,1,1
100,5,4,0,95,5,1,0
5,100,3,0,95,5,1,0
100,5,3,0,95,5,1,0
5,10,8,1,95,5,1,1
10,20,5,0,95,5,0,1
20,35,5,1,75,4,1,1
35,9,5,0,75,4,1,0
9,18,5,1,95,5,1,1
18,35,7,1,95,5,1,1
35,68,7,1,95,5,1,1
68,100,5,0,75,4,1,0
100,25,5,0,75,4,1,0
25,49,4,0,95,5,0,1
49,96,6,1,95,5,1,1
96,187,6,1,95,5,1,1
187,365,2,0,95,5,0,1
365,712,4,0,95,5,0,1
712,1388,1,0,95,5,0,1
1388,2707,8,1,95,5,1,1
2707,100,8,1,95,5,1,1
100,195,4,0,95,5,0,1
195,380,9,1,95,5,1,1
380,361,3,1,5,1,0,0
361,704,9,1,95,5,1,1
704,1056,5,0,50,3,0,1
1056,2059,8,1,95,5,1,1
2059,1956,7,0,5,1,1,0
1956,2054,5,1,5,1,1,1
2054,100,8,1,95,5,1,1
100,195,8,1,95,5,1,1
195,10,4,0,95,5,1,0
10,2,1,0,75,4,1,0
2,2,4,1,25,2,0,0
2,2,3,0,5,1,0,1
2,4,9,1,75,4,1,1
4,7,9,1,75,4,1,1
7,14,4,0,95,5,0,1
14,15,5,0,5,1,0,1
