"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,8,1,95,5,1,1
195,185,3,1,5,1,0,0
185,361,4,0,95,5,0,1
361,379,6,0,5,1,0,1
379,739,9,1,95,5,1,1
739,702,6,0,5,1,1,0
702,35,4,0,95,5,1,0
35,68,3,0,95,5,0,1
68,100,1,0,95,5,0,1
100,195,3,0,95,5,0,1
195,380,8,1,95,5,1,1
380,570,5,1,50,3,1,1
570,542,7,0,5,1,1,0
542,1057,2,0,95,5,0,1
1057,1321,5,0,25,2,0,1
1321,2576,7,1,95,5,1,1
2576,2447,7,0,5,1,1,0
2447,100,2,1,5,1,0,0
100,195,4,0,95,5,0,1
195,380,9,1,95,5,1,1
380,361,7,0,5,1,1,0
361,379,4,1,5,1,1,1
379,19,3,0,95,5,1,0
19,33,7,1,75,4,1,1
33,31,6,1,5,1,0,0
31,39,4,0,25,2,0,1
39,100,7,0,25,2,0,1
100,195,8,1,95,5,1,1
195,380,1,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,3,0,95,5,0,1
1445,2818,5,1,95,5,1,1
2818,5495,8,1,95,5,1,1
5495,5220,7,0,5,1,1,0
5220,10179,8,1,95,5,1,1
10179,100,5,0,50,3,0,1
100,195,9,1,95,5,1,1
195,380,6,1,95,5,1,1
380,19,6,1,95,5,0,0
19,28,4,0,50,3,0,1
28,27,1,1,5,1,0,0
27,7,4,0,75,4,1,0
7,14,2,0,95,5,0,1
14,27,8,1,95,5,1,1
27,100,8,0,50,3,1,0
100,125,6,0,25,2,0,1
125,94,7,0,25,2,1,0
94,183,7,1,95,5,1,1
183,357,7,1,95,5,1,1
357,696,1,0,95,5,0,1
696,174,5,0,75,4,1,0
174,339,9,1,95,5,1,1
339,356,3,1,5,1,1,1
356,338,2,1,5,1,0,0
