"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,2,0,95,5,0,1
195,380,1,0,95,5,0,1
380,741,8,1,95,5,1,1
741,704,6,0,5,1,1,0
704,1373,1,0,95,5,0,1
1373,2677,5,0,95,5,0,1
2677,2543,5,1,5,1,0,0
2543,127,8,1,95,5,0,0
127,100,8,1,95,5,1,1
100,195,8,1,95,5,1,1
195,380,3,0,95,5,0,1
380,741,1,0,95,5,0,1
741,704,7,0,5,1,1,0
704,1373,7,1,95,5,1,1
1373,2677,9,1,95,5,1,1
2677,5220,1,0,95,5,0,1
5220,10179,7,1,95,5,1,1
10179,100,9,1,95,5,1,1
100,195,3,0,95,5,0,1
195,380,2,0,95,5,0,1
380,741,6,1,95,5,1,1
741,37,7,1,95,5,0,0
37,72,9,1,95,5,1,1
72,140,7,1,95,5,1,1
140,273,3,0,95,5,0,1
273,259,4,1,5,1,0,0
259,100,5,0,95,5,1,0
100,195,6,1,95,5,1,1
195,380,9,1,95,5,1,1
380,741,1,0,95,5,0,1
741,1445,2,0,95,5,0,1
1445,72,3,0,95,5,1,0
72,140,1,0,95,5,0,1
140,133,6,0,5,1,1,0
133,126,4,1,5,1,0,0
126,100,2,0,95,5,0,1
100,195,8,1,95,5,1,1
195,380,8,1,95,5,1,1
380,741,1,0,95,5,0,1
741,1445,2,0,95,5,0,1
1445,1373,6,0,5,1,1,0
1373,2403,5,1,75,4,1,1
2403,4686,9,1,95,5,1,1
4686,9138,1,0,95,5,0,1
9138,100,2,0,95,5,0,1
100,5,2,0,95,5,1,0
5,10,2,0,95,5,0,1
10,20,5,0,95,5,0,1
20,39,9,1,95,5,1,1
39,76,8,1,95,5,1,1
76,148,8,1,95,5,1,1
148,289,4,0,95,5,0,1
289,564,2,0,95,5,0,1
564,100,7,0,5,1,0,1
100,95,8,0,5,1,1,0
95,185,1,0,95,5,0,1
185,361,6,1,95,5,1,1
361,704,4,0,95,5,0,1
704,669,8,0,5,1,1,0
669,1305,2,0,95,5,0,1
1305,1240,4,1,5,1,0,0
1240,2418,9,1,95,5,1,1
2418,100,7,1,95,5,0,0
100,95,1,1,5,1,0,0
95,5,6,1,95,5,0,0
5,10,1,0,95,5,0,1
10,18,1,0,75,4,0,1
18,17,2,1,5,1,0,0
17,33,2,0,95,5,0,1
33,41,5,1,25,2,1,1
41,80,2,0,95,5,0,1
80,100,2,1,5,1,0,0
100,195,1,0,95,5,0,1
195,380,7,1,95,5,1,1
380,19,9,1,95,5,0,0
19,18,3,1,5,1,0,0
18,17,3,1,5,1,0,0
17,33,3,0,95,5,0,1
33,64,7,1,95,5,1,1
64,125,1,0,95,5,0,1
125,100,6,1,95,5,1,1
100,195,6,1,95,5,1,1
195,10,2,0,95,5,1,0
10,100,5,0,95,5,1,0
100,195,8,1,95,5,1,1
195,185,5,1,5,1,0,0
185,361,7,1,95,5,1,1
361,704,9,1,95,5,1,1
704,352,5,1,50,3,0,0
352,18,1,0,95,5,1,0
18,35,8,1,95,5,1,1
35,68,2,0,95,5,0,1
68,100,5,0,5,1,1,0
100,95,7,0,5,1,1,0
95,185,5,0,95,5,0,1
185,139,5,0,25,2,1,0
139,146,6,0,5,1,0,1
146,285,1,0,95,5,0,1
285,299,4,1,5,1,1,1
299,583,9,1,95,5,1,1
583,554,1,1,5,1,0,0
554,100,7,1,95,5,0,0
100,195,1,0,95,5,0,1
195,380,9,1,95,5,1,1
380,19,9,1,95,5,0,0
19,33,1,0,75,4,0,1
33,31,2,1,5,1,0,0
31,29,6,0,5,1,1,0
29,57,5,1,95,5,1,1
57,111,1,0,95,5,0,1
111,100,2,0,95,5,1,0
100,95,3,1,5,1,0,0
95,48,5,0,50,3,1,0
48,94,7,1,95,5,1,1
94,164,5,1,75,4,1,1
164,320,2,0,95,5,0,1
320,160,5,0,50,3,1,0
160,312,4,0,95,5,0,1
312,296,5,0,5,1,1,0
296,100,2,0,95,5,0,1
100,195,4,0,95,5,0,1
195,380,8,1,95,5,1,1
380,741,2,0,95,5,0,1
741,1445,4,0,95,5,0,1
1445,72,2,0,95,5,1,0
72,140,3,0,95,5,0,1
140,70,5,0,50,3,1,0
70,4,2,0,95,5,1,0
4,100,6,1,75,4,0,0
100,5,3,0,95,5,1,0
5,100,5,0,75,4,1,0
100,195,2,0,95,5,0,1
195,10,6,1,95,5,0,0
10,10,3,1,5,1,0,0
10,20,9,1,95,5,1,1
20,39,8,1,95,5,1,1
39,76,1,0,95,5,0,1
76,4,6,1,95,5,0,0
4,4,3,0,5,1,0,1
4,100,3,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,4,0,95,5,0,1
380,741,5,0,95,5,0,1
741,37,4,0,95,5,1,0
37,72,2,0,95,5,0,1
72,140,4,0,95,5,0,1
140,273,8,1,95,5,1,1
273,532,2,0,95,5,0,1
532,100,3,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,1,0,95,5,0,1
380,741,7,1,95,5,1,1
741,1445,6,1,95,5,1,1
1445,2818,2,0,95,5,0,1
2818,5495,9,1,95,5,1,1
5495,10715,1,0,95,5,0,1
10715,10179,4,1,5,1,0,0
10179,100,9,1,95,5,1,1
100,125,5,0,25,2,0,1
125,6,2,0,95,5,1,0
6,6,6,0,5,1,1,0
6,10,2,0,75,4,0,1
10,0,6,1,95,5,0,0
