"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,8,1,95,5,0,0
5,5,5,0,5,1,0,1
5,8,2,0,50,3,0,1
8,8,2,1,5,1,0,0
8,14,7,1,75,4,1,1
14,24,5,1,75,4,1,1
24,47,9,1,95,5,1,1
47,92,4,0,95,5,0,1
92,100,5,1,5,1,0,0
100,95,3,1,5,1,0,0
95,185,9,1,95,5,1,1
185,361,1,0,95,5,0,1
361,704,6,1,95,5,1,1
704,1373,3,0,95,5,0,1
1373,1304,9,0,5,1,1,0
1304,978,5,0,25,2,1,0
978,49,3,0,95,5,1,0
49,100,9,1,95,5,1,1
100,5,6,1,95,5,0,0
5,10,1,0,95,5,0,1
10,100,8,1,95,5,0,0
100,95,3,1,5,1,0,0
95,185,9,1,95,5,1,1
185,361,9,1,95,5,1,1
361,704,3,0,95,5,0,1
704,669,4,1,5,1,0,0
669,1305,8,1,95,5,1,1
1305,2545,2,0,95,5,0,1
2545,4963,8,1,95,5,1,1
4963,100,3,1,5,1,1,1
100,5,6,1,95,5,0,0
5,4,6,0,25,2,1,0
4,6,4,1,50,3,1,1
6,12,7,1,95,5,1,1
12,3,9,1,75,4,0,0
3,5,1,0,75,4,0,1
5,100,1,0,95,5,1,0
100,95,6,0,5,1,1,0
95,185,9,1,95,5,1,1
185,194,5,1,5,1,1,1
194,184,8,0,5,1,1,0
184,359,9,1,95,5,1,1
359,377,6,0,5,1,0,1
377,735,5,0,95,5,0,1
735,1433,9,1,95,5,1,1
1433,100,2,0,95,5,0,1
100,105,3,1,5,1,1,1
105,5,4,0,95,5,1,0
5,100,3,1,75,4,0,0
100,195,1,0,95,5,0,1
195,380,2,0,95,5,0,1
380,741,6,1,95,5,1,1
741,1445,1,0,95,5,0,1
1445,2818,3,0,95,5,0,1
2818,5495,6,1,95,5,1,1
5495,10715,5,0,95,5,0,1
10715,20894,6,1,95,5,1,1
20894,100,8,1,95,5,0,0
100,5,7,1,95,5,0,0
5,5,3,0,5,1,1,0
5,10,1,0,95,5,0,1
10,20,3,0,95,5,0,1
20,100,4,0,95,5,1,0
100,195,1,0,95,5,0,1
195,380,1,0,95,5,0,1
380,361,7,0,5,1,1,0
361,704,1,0,95,5,0,1
704,35,1,0,95,5,1,0
35,61,4,0,75,4,0,1
61,119,9,1,95,5,1,1
119,232,1,0,95,5,0,1
232,100,4,1,5,1,1,1
100,150,5,0,50,3,0,1
150,8,4,0,95,5,1,0
8,16,1,0,95,5,0,1
16,31,2,0,95,5,0,1
31,60,1,0,95,5,0,1
60,117,8,1,95,5,1,1
117,111,7,0,5,1,1,0
111,216,1,0,95,5,0,1
216,100,4,1,5,1,1,1
100,195,7,1,95,5,1,1
195,10,3,0,95,5,1,0
10,100,9,1,95,5,0,0
100,195,8,1,95,5,1,1
195,185,6,0,5,1,1,0
185,9,3,0,95,5,1,0
9,18,6,1,95,5,1,1
18,100,7,1,95,5,0,0
100,195,1,0,95,5,0,1
195,244,5,0,25,2,0,1
244,232,4,1,5,1,0,0
232,220,6,0,5,1,1,0
220,209,2,1,5,1,0,0
209,408,1,0,95,5,0,1
408,20,6,1,95,5,0,0
20,39,1,0,95,5,0,1
39,100,9,1,95,5,1,1
100,195,8,1,95,5,1,1
195,380,6,1,95,5,1,1
380,399,3,1,5,1,1,1
399,379,7,0,5,1,1,0
379,739,9,1,95,5,1,1
739,1441,3,0,95,5,0,1
1441,2810,2,0,95,5,0,1
2810,2670,6,0,5,1,1,0
2670,100,2,0,95,5,0,1
100,105,4,1,5,1,1,1
105,5,1,0,95,5,1,0
5,9,4,1,75,4,1,1
9,2,7,1,75,4,0,0
2,100,6,0,75,4,1,0
100,95,4,1,5,1,0,0
95,100,4,1,5,1,1,1
100,195,9,1,95,5,1,1
195,10,4,0,95,5,1,0
10,2,5,0,75,4,1,0
2,100,4,0,75,4,1,0
100,195,5,0,95,5,0,1
195,10,6,1,95,5,0,0
10,20,5,1,95,5,1,1
20,39,6,1,95,5,1,1
39,76,9,1,95,5,1,1
76,4,8,1,95,5,0,0
4,8,7,1,95,5,1,1
8,16,2,0,95,5,0,1
16,100,1,0,95,5,0,1
100,195,8,1,95,5,1,1
195,185,7,0,5,1,1,0
185,361,5,0,95,5,0,1
361,704,9,1,95,5,1,1
704,1373,9,1,95,5,1,1
1373,1304,4,1,5,1,0,0
1304,2543,4,0,95,5,0,1
2543,2416,8,0,5,1,1,0
2416,100,7,1,95,5,1,1
100,95,3,1,5,1,0,0
95,185,3,0,95,5,0,1
185,361,7,1,95,5,1,1
361,343,5,1,5,1,0,0
343,669,1,0,95,5,0,1
669,1305,7,1,95,5,1,1
1305,2545,6,1,95,5,1,1
2545,2418,4,1,5,1,0,0
2418,2297,6,0,5,1,1,0
