"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,2,0,95,5,0,1
195,10,6,1,95,5,0,0
10,100,1,0,95,5,1,0
100,75,5,1,25,2,0,0
75,79,7,0,5,1,0,1
79,154,1,0,95,5,0,1
154,146,7,0,5,1,1,0
146,285,1,0,95,5,0,1
285,556,6,1,95,5,1,1
556,28,3,0,95,5,1,0
28,55,9,1,95,5,1,1
55,100,7,1,95,5,1,1
100,195,1,0,95,5,0,1
195,292,5,1,50,3,1,1
292,219,5,1,25,2,0,0
219,427,3,0,95,5,0,1
427,833,2,0,95,5,0,1
833,1624,9,1,95,5,1,1
1624,3167,9,1,95,5,1,1
3167,158,7,1,95,5,0,0
158,100,8,1,95,5,1,1
100,195,9,1,95,5,1,1
195,380,2,0,95,5,0,1
380,399,3,1,5,1,1,1
399,20,8,1,95,5,0,0
20,39,1,0,95,5,0,1
39,2,7,1,95,5,0,0
2,100,9,1,75,4,0,0
100,195,7,1,95,5,1,1
195,10,7,1,95,5,0,0
10,12,6,1,25,2,1,1
12,13,2,1,5,1,1,1
13,100,1,0,95,5,1,0
100,5,6,1,95,5,0,0
5,10,2,0,95,5,0,1
10,0,7,1,95,5,0,0
