"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,3,0,95,5,0,1
195,341,5,0,75,4,0,1
341,665,9,1,95,5,1,1
665,1297,6,1,95,5,1,1
1297,1362,3,1,5,1,1,1
1362,2656,8,1,95,5,1,1
2656,5179,1,0,95,5,0,1
5179,259,8,1,95,5,0,0
259,100,8,1,95,5,1,1
100,195,4,0,95,5,0,1
195,380,7,1,95,5,1,1
380,19,7,1,95,5,0,0
19,37,3,0,95,5,0,1
37,2,8,1,95,5,0,0
2,4,3,0,95,5,0,1
4,8,1,0,95,5,0,1
8,16,6,1,95,5,1,1
16,100,5,0,5,1,0,1
100,95,9,0,5,1,1,0
95,185,3,0,95,5,0,1
185,176,3,1,5,1,0,0
176,343,8,1,95,5,1,1
343,669,4,0,95,5,0,1
669,1305,4,0,95,5,0,1
1305,2545,3,0,95,5,0,1
2545,4963,8,1,95,5,1,1
4963,100,8,1,95,5,1,1
100,195,8,1,95,5,1,1
195,205,6,0,5,1,0,1
205,400,2,0,95,5,0,1
400,600,5,0,50,3,0,1
600,1170,2,0,95,5,0,1
1170,2282,4,0,95,5,0,1
2282,114,9,1,95,5,0,0
114,222,4,0,95,5,0,1
222,100,4,0,95,5,1,0
100,25,5,0,75,4,1,0
25,49,2,0,95,5,0,1
49,96,2,0,95,5,0,1
96,5,7,1,95,5,0,0
5,100,7,1,95,5,0,0
100,105,5,1,5,1,1,1
105,100,2,1,5,1,0,0
100,195,1,0,95,5,0,1
195,380,3,0,95,5,0,1
380,95,5,1,75,4,0,0
95,185,9,1,95,5,1,1
185,194,5,1,5,1,1,1
194,378,2,0,95,5,0,1
378,359,7,0,5,1,1,0
