"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,6,1,95,5,1,1
195,380,3,0,95,5,0,1
380,665,5,1,75,4,1,1
665,1297,2,0,95,5,0,1
1297,1232,6,0,5,1,1,0
1232,62,4,0,95,5,1,0
62,3,3,0,95,5,1,0
3,2,5,1,50,3,0,0
2,100,3,0,95,5,1,0
100,5,6,1,95,5,0,0
5,10,9,1,95,5,1,1
10,20,7,1,95,5,1,1
20,39,7,1,95,5,1,1
39,76,9,1,95,5,1,1
76,148,2,0,95,5,0,1
148,289,3,0,95,5,0,1
289,564,2,0,95,5,0,1
564,100,2,0,95,5,1,0
100,5,3,0,95,5,1,0
5,9,7,1,75,4,1,1
9,4,1,0,50,3,1,0
4,8,1,0,95,5,0,1
8,16,8,1,95,5,1,1
16,31,4,0,95,5,0,1
31,60,2,0,95,5,0,1
60,3,7,1,95,5,0,0
3,100,3,0,95,5,0,1
100,95,4,1,5,1,0,0
95,185,7,1,95,5,1,1
185,361,8,1,95,5,1,1
361,704,7,1,95,5,1,1
704,1373,9,1,95,5,1,1
1373,2677,7,1,95,5,1,1
2677,2543,3,1,5,1,0,0
2543,2416,3,1,5,1,0,0
2416,100,8,1,95,5,0,0
100,195,8,1,95,5,1,1
195,10,7,1,95,5,0,0
10,100,1,0,95,5,1,0
100,105,6,0,5,1,0,1
105,205,3,0,95,5,0,1
205,10,4,0,95,5,1,0
10,18,2,0,75,4,0,1
18,9,4,0,50,3,1,0
9,18,8,1,95,5,1,1
18,35,1,0,95,5,0,1
35,68,2,0,95,5,0,1
68,100,6,1,95,5,1,1
100,95,4,1,5,1,0,0
95,5,3,0,95,5,1,0
5,5,5,0,5,1,0,1
5,5,5,1,5,1,0,0
5,10,3,0,95,5,0,1
10,18,2,0,75,4,0,1
18,100,7,1,95,5,0,0
100,195,3,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,3,0,95,5,0,1
741,1445,3,0,95,5,0,1
1445,2818,2,0,95,5,0,1
2818,5495,4,0,95,5,0,1
5495,275,4,0,95,5,1,0
275,138,5,0,50,3,1,0
138,100,7,1,95,5,0,0
100,5,9,1,95,5,0,0
5,9,1,0,75,4,0,1
9,18,8,1,95,5,1,1
18,35,1,0,95,5,0,1
35,2,8,1,95,5,0,0
2,4,8,1,75,4,1,1
4,8,9,1,95,5,1,1
8,16,3,0,95,5,0,1
16,100,4,0,75,4,0,1
100,195,2,0,95,5,0,1
195,10,7,1,95,5,0,0
10,10,5,0,5,1,0,1
10,20,8,1,95,5,1,1
20,39,3,0,95,5,0,1
39,76,8,1,95,5,1,1
76,148,6,1,95,5,1,1
148,289,9,1,95,5,1,1
289,100,4,0,95,5,0,1
100,95,2,1,5,1,0,0
95,185,2,0,95,5,0,1
185,9,5,0,95,5,1,0
9,18,1,0,95,5,0,1
18,35,2,0,95,5,0,1
35,68,6,1,95,5,1,1
68,133,9,1,95,5,1,1
133,7,4,0,95,5,1,0
7,100,3,0,75,4,1,0
100,195,8,1,95,5,1,1
195,185,7,0,5,1,1,0
185,9,2,0,95,5,1,0
9,100,3,0,95,5,1,0
100,195,3,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,2,0,95,5,0,1
741,1445,9,1,95,5,1,1
1445,2818,6,1,95,5,1,1
2818,5495,6,1,95,5,1,1
5495,10715,9,1,95,5,1,1
10715,5358,5,1,50,3,0,0
5358,100,1,0,95,5,1,0
100,105,7,0,5,1,0,1
105,205,8,1,95,5,1,1
205,400,3,0,95,5,0,1
400,780,3,0,95,5,0,1
780,39,9,1,95,5,0,0
39,76,7,1,95,5,1,1
76,57,5,1,25,2,0,0
57,111,7,1,95,5,1,1
111,100,5,0,5,1,0,1
100,75,5,0,25,2,1,0
75,56,5,1,25,2,0,0
56,14,5,0,75,4,1,0
14,27,8,1,95,5,1,1
27,53,7,1,95,5,1,1
53,103,9,1,95,5,1,1
103,201,3,0,95,5,0,1
201,392,8,1,95,5,1,1
392,100,4,0,95,5,1,0
100,195,6,1,95,5,1,1
195,380,9,1,95,5,1,1
380,190,5,1,50,3,0,0
190,10,8,1,95,5,0,0
10,20,1,0,95,5,0,1
20,19,6,0,5,1,1,0
19,5,4,0,75,4,1,0
5,100,8,1,95,5,0,0
100,95,6,0,5,1,1,0
95,185,1,0,95,5,0,1
185,361,2,0,95,5,0,1
361,704,6,1,95,5,1,1
704,1373,9,1,95,5,1,1
1373,2677,7,1,95,5,1,1
2677,5220,2,0,95,5,0,1
5220,10179,4,0,95,5,0,1
10179,100,9,1,95,5,1,1
100,5,5,1,95,5,0,0
5,9,8,1,75,4,1,1
9,18,6,1,95,5,1,1
18,35,2,0,95,5,0,1
35,26,5,0,25,2,1,0
26,51,3,0,95,5,0,1
51,64,5,1,25,2,1,1
64,61,3,1,5,1,0,0
61,100,2,0,95,5,1,0
100,25,5,0,75,4,1,0
25,49,9,1,95,5,1,1
49,2,7,1,95,5,0,0
2,4,8,1,75,4,1,1
4,100,8,1,75,4,0,0
100,195,7,1,95,5,1,1
195,380,8,1,95,5,1,1
380,741,6,1,95,5,1,1
741,37,8,1,95,5,0,0
37,72,5,1,95,5,1,1
72,140,9,1,95,5,1,1
140,147,4,1,5,1,1,1
147,287,8,1,95,5,1,1
287,560,2,0,95,5,0,1
