"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,4,0,95,5,0,1
195,185,4,1,5,1,0,0
185,176,4,1,5,1,0,0
176,343,8,1,95,5,1,1
343,429,5,1,25,2,1,1
429,21,2,0,95,5,1,0
21,41,4,0,95,5,0,1
41,80,3,0,95,5,0,1
80,100,8,1,95,5,1,1
100,195,1,0,95,5,0,1
195,380,9,1,95,5,1,1
380,19,6,1,95,5,0,0
19,37,3,0,95,5,0,1
37,72,7,1,95,5,1,1
72,140,9,1,95,5,1,1
140,7,3,0,95,5,1,0
7,5,8,0,25,2,1,0
5,100,6,1,95,5,0,0
100,195,1,0,95,5,0,1
195,380,2,0,95,5,0,1
380,19,4,0,95,5,1,0
19,33,4,0,75,4,0,1
33,25,5,1,25,2,0,0
25,38,4,0,50,3,0,1
38,74,7,1,95,5,1,1
74,144,8,1,95,5,1,1
144,100,6,1,95,5,0,0
100,195,1,0,95,5,0,1
195,380,1,0,95,5,0,1
380,741,8,1,95,5,1,1
741,1445,9,1,95,5,1,1
1445,2818,2,0,95,5,0,1
2818,5495,6,1,95,5,1,1
5495,5220,2,1,5,1,0,0
5220,261,2,0,95,5,1,0
261,100,3,1,5,1,1,1
100,195,6,1,95,5,1,1
195,10,8,1,95,5,0,0
10,20,6,1,95,5,1,1
20,100,3,0,95,5,1,0
100,95,6,0,5,1,1,0
95,185,4,0,95,5,0,1
185,361,6,1,95,5,1,1
361,704,7,1,95,5,1,1
704,1373,2,0,95,5,0,1
1373,2677,6,1,95,5,1,1
2677,5220,9,1,95,5,1,1
5220,3915,5,0,25,2,1,0
3915,100,1,0,95,5,0,1
100,195,8,1,95,5,1,1
195,10,4,0,95,5,1,0
10,100,7,1,95,5,0,0
100,95,6,0,5,1,1,0
95,90,3,1,5,1,0,0
90,4,5,1,95,5,0,0
4,7,5,0,75,4,0,1
7,2,6,1,75,4,0,0
2,3,6,1,50,3,1,1
3,6,1,0,95,5,0,1
6,12,9,1,95,5,1,1
12,100,8,1,95,5,1,1
100,195,3,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,2,0,95,5,0,1
741,778,4,1,5,1,1,1
778,739,3,1,5,1,0,0
739,1441,9,1,95,5,1,1
1441,2810,7,1,95,5,1,1
2810,5480,1,0,95,5,0,1
5480,100,3,1,5,1,1,1
100,195,1,0,95,5,0,1
195,98,5,1,50,3,0,0
98,191,2,0,95,5,0,1
191,201,6,0,5,1,0,1
201,191,4,1,5,1,0,0
191,181,8,0,5,1,1,0
181,353,9,1,95,5,1,1
353,18,5,0,95,5,1,0
18,100,8,0,5,1,0,1
100,195,9,1,95,5,1,1
195,205,6,0,5,1,0,1
205,400,1,0,95,5,0,1
400,780,2,0,95,5,0,1
780,39,3,0,95,5,1,0
39,76,2,0,95,5,0,1
76,4,6,1,95,5,0,0
4,100,6,1,75,4,0,0
100,195,7,1,95,5,1,1
195,10,1,0,95,5,1,0
10,2,6,0,75,4,1,0
2,2,9,1,25,2,0,0
2,100,5,1,50,3,0,0
100,195,2,0,95,5,0,1
195,380,3,0,95,5,0,1
380,741,8,1,95,5,1,1
741,1445,9,1,95,5,1,1
1445,722,5,1,50,3,0,0
722,1264,5,0,75,4,0,1
1264,2465,9,1,95,5,1,1
2465,4314,5,1,75,4,1,1
4314,100,7,1,95,5,0,0
100,95,6,0,5,1,1,0
95,5,6,1,95,5,0,0
5,10,7,1,95,5,1,1
10,5,5,1,50,3,0,0
5,9,9,1,75,4,1,1
9,100,7,1,95,5,0,0
100,5,4,0,95,5,1,0
5,100,6,1,75,4,0,0
100,195,9,1,95,5,1,1
195,10,7,1,95,5,0,0
10,100,7,1,95,5,0,0
100,195,9,1,95,5,1,1
195,380,9,1,95,5,1,1
380,741,6,1,95,5,1,1
741,1445,8,1,95,5,1,1
1445,72,8,1,95,5,0,0
72,4,3,0,95,5,1,0
4,6,8,1,50,3,1,1
6,12,8,1,95,5,1,1
12,100,1,0,95,5,0,1
100,95,8,0,5,1,1,0
95,48,5,1,50,3,0,0
48,2,6,1,95,5,0,0
2,100,3,1,50,3,0,0
100,95,6,0,5,1,1,0
95,90,8,0,5,1,1,0
90,176,3,0,95,5,0,1
176,343,3,0,95,5,0,1
343,326,4,1,5,1,0,0
326,244,5,1,25,2,0,0
244,476,1,0,95,5,0,1
476,928,3,0,95,5,0,1
928,100,8,1,95,5,1,1
100,5,9,1,95,5,0,0
5,10,7,1,95,5,1,1
10,20,9,1,95,5,1,1
20,35,6,1,75,4,1,1
35,2,2,0,95,5,1,0
2,4,7,1,75,4,1,1
4,1,4,0,75,4,1,0
