"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,105,4,1,5,1,1,1
105,110,1,1,5,1,1,1
110,55,5,0,50,3,1,0
55,3,1,0,95,5,1,0
3,4,8,1,50,3,1,1
4,8,5,0,95,5,0,1
8,14,5,1,75,4,1,1
14,10,8,0,25,2,1,0
10,100,7,1,95,5,1,1
100,95,6,0,5,1,1,0
95,100,1,1,5,1,1,1
100,195,1,0,95,5,0,1
195,244,5,0,25,2,0,1
244,476,7,1,95,5,1,1
476,452,7,0,5,1,1,0
452,881,4,0,95,5,0,1
881,837,4,1,5,1,0,0
837,100,7,1,95,5,1,1
100,195,6,1,95,5,1,1
195,380,4,0,95,5,0,1
380,741,8,1,95,5,1,1
741,37,7,1,95,5,0,0
37,56,5,1,50,3,1,1
56,109,4,0,95,5,0,1
109,104,1,1,5,1,0,0
104,203,4,0,95,5,0,1
203,100,7,1,95,5,0,0
100,195,7,1,95,5,1,1
195,380,2,0,95,5,0,1
380,361,8,0,5,1,1,0
361,271,5,0,25,2,1,0
271,528,3,0,95,5,0,1
528,1030,4,0,95,5,0,1
1030,2008,4,0,95,5,0,1
2008,2108,4,1,5,1,1,1
2108,100,6,1,95,5,1,1
100,195,2,0,95,5,0,1
195,185,1,1,5,1,0,0
185,361,2,0,95,5,0,1
361,18,9,1,95,5,0,0
18,35,2,0,95,5,0,1
35,68,7,1,95,5,1,1
68,133,9,1,95,5,1,1
133,126,2,1,5,1,0,0
126,100,5,0,25,2,1,0
100,195,2,0,95,5,0,1
195,146,5,1,25,2,0,0
146,36,5,1,75,4,0,0
36,34,2,1,5,1,0,0
34,32,6,0,5,1,1,0
32,62,9,1,95,5,1,1
62,121,1,0,95,5,0,1
121,236,6,1,95,5,1,1
236,100,1,1,5,1,0,0
100,95,2,1,5,1,0,0
95,5,7,1,95,5,0,0
5,2,4,0,50,3,1,0
2,2,2,0,25,2,0,1
2,4,8,1,95,5,1,1
4,3,5,0,25,2,1,0
3,6,3,0,95,5,0,1
6,9,2,0,50,3,0,1
9,100,2,0,75,4,1,0
100,5,2,0,95,5,1,0
5,10,4,0,95,5,0,1
10,15,4,0,50,3,0,1
15,100,3,0,95,5,1,0
100,195,2,0,95,5,0,1
195,185,4,1,5,1,0,0
185,361,9,1,95,5,1,1
361,704,9,1,95,5,1,1
704,669,4,1,5,1,0,0
669,1305,6,1,95,5,1,1
1305,1240,2,1,5,1,0,0
1240,62,6,1,95,5,0,0
62,100,2,0,95,5,0,1
100,5,2,0,95,5,1,0
5,4,2,0,25,2,1,0
4,100,4,1,95,5,0,0
100,195,2,0,95,5,0,1
195,380,9,1,95,5,1,1
380,19,6,1,95,5,0,0
19,100,7,1,95,5,0,0
100,195,2,0,95,5,0,1
195,380,8,1,95,5,1,1
380,361,4,1,5,1,0,0
361,704,1,0,95,5,0,1
704,1373,1,0,95,5,0,1
1373,686,5,1,50,3,0,0
686,1338,3,0,95,5,0,1
1338,67,5,1,95,5,0,0
67,100,4,0,95,5,1,0
100,195,1,0,95,5,0,1
195,10,2,0,95,5,1,0
10,18,2,0,75,4,0,1
18,32,2,0,75,4,0,1
32,48,4,0,50,3,0,1
48,94,9,1,95,5,1,1
94,99,6,0,5,1,0,1
99,193,7,1,95,5,1,1
193,100,1,0,95,5,1,0
100,5,9,1,95,5,0,0
5,5,7,1,5,1,0,0
5,100,6,0,75,4,1,0
100,95,6,0,5,1,1,0
95,90,5,1,5,1,0,0
90,86,6,0,5,1,1,0
86,4,3,0,95,5,1,0
4,6,2,0,50,3,0,1
6,12,8,1,95,5,1,1
12,13,4,1,5,1,1,1
13,23,3,0,75,4,0,1
23,100,8,1,95,5,0,0
100,195,4,0,95,5,0,1
195,380,2,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,1,0,95,5,0,1
1445,1373,9,0,5,1,1,0
1373,2677,9,1,95,5,1,1
2677,5220,4,0,95,5,0,1
5220,10179,4,0,95,5,0,1
10179,100,6,1,95,5,1,1
100,195,3,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,3,0,95,5,0,1
1445,1517,4,1,5,1,1,1
1517,2958,9,1,95,5,1,1
2958,3106,4,1,5,1,1,1
3106,155,6,1,95,5,0,0
155,100,5,0,50,3,1,0
100,195,3,0,95,5,0,1
195,98,5,0,50,3,1,0
98,191,2,0,95,5,0,1
191,372,6,1,95,5,1,1
372,391,6,0,5,1,0,1
391,762,4,0,95,5,0,1
762,38,8,1,95,5,0,0
38,36,8,0,5,1,1,0
36,100,3,0,95,5,0,1
100,195,7,1,95,5,1,1
195,380,8,1,95,5,1,1
380,361,1,1,5,1,0,0
361,704,8,1,95,5,1,1
704,669,5,0,5,1,1,0
669,702,4,1,5,1,1,1
702,1369,1,0,95,5,0,1
1369,1301,4,1,5,1,0,0
1301,100,5,0,25,2,0,1
100,25,6,1,75,4,0,0
25,49,1,0,95,5,0,1
49,96,7,1,95,5,1,1
96,187,9,1,95,5,1,1
187,365,8,1,95,5,1,1
365,383,5,0,5,1,0,1
383,747,1,0,95,5,0,1
747,1457,7,1,95,5,1,1
1457,2841,3,0,95,5,0,1
