"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,4,0,95,5,1,0
5,100,6,1,75,4,0,0
100,195,8,1,95,5,1,1
195,205,7,0,5,1,0,1
205,400,4,0,95,5,0,1
400,780,7,1,95,5,1,1
780,741,6,0,5,1,1,0
741,1445,1,0,95,5,0,1
1445,72,7,1,95,5,0,0
72,140,7,1,95,5,1,1
140,100,6,0,5,1,1,0
100,5,9,1,95,5,0,0
5,2,6,1,50,3,0,0
2,100,6,1,95,5,0,0
100,95,6,0,5,1,1,0
95,185,8,1,95,5,1,1
185,361,3,0,95,5,0,1
361,18,7,1,95,5,0,0
18,100,9,1,95,5,0,0
100,195,3,0,95,5,0,1
195,380,4,0,95,5,0,1
380,361,4,1,5,1,0,0
361,18,6,1,95,5,0,0
18,100,7,1,95,5,0,0
100,195,9,1,95,5,1,1
195,380,8,1,95,5,1,1
380,741,7,1,95,5,1,1
741,1445,9,1,95,5,1,1
1445,72,6,1,95,5,0,0
72,68,6,0,5,1,1,0
68,3,6,1,95,5,0,0
3,6,2,0,95,5,0,1
6,12,6,1,95,5,1,1
