"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,9,1,95,5,1,1
195,98,5,0,50,3,1,0
98,103,3,1,5,1,1,1
103,201,7,1,95,5,1,1
201,191,8,0,5,1,1,0
191,181,6,0,5,1,1,0
181,353,6,1,95,5,1,1
353,18,6,1,95,5,0,0
18,100,6,0,5,1,1,0
100,5,3,0,95,5,1,0
5,5,6,1,5,1,0,0
5,8,1,0,50,3,0,1
8,12,6,1,50,3,1,1
12,23,3,0,95,5,0,1
23,22,6,0,5,1,1,0
22,100,6,1,95,5,0,0
100,25,5,1,75,4,0,0
25,100,6,1,95,5,0,0
100,95,6,0,5,1,1,0
95,185,1,0,95,5,0,1
185,361,2,0,95,5,0,1
361,704,9,1,95,5,1,1
704,35,8,1,95,5,0,0
35,68,2,0,95,5,0,1
68,133,1,0,95,5,0,1
133,7,1,0,95,5,1,0
7,100,7,0,5,1,1,0
100,5,3,0,95,5,1,0
5,9,2,0,75,4,0,1
9,18,8,1,95,5,1,1
18,19,7,0,5,1,0,1
19,37,9,1,95,5,1,1
37,46,5,0,25,2,0,1
46,34,5,1,25,2,0,0
34,66,1,0,95,5,0,1
66,100,2,0,95,5,0,1
100,195,3,0,95,5,0,1
195,146,5,0,25,2,1,0
146,285,3,0,95,5,0,1
285,556,8,1,95,5,1,1
556,1084,2,0,95,5,0,1
1084,2114,9,1,95,5,1,1
2114,4122,7,1,95,5,1,1
4122,8038,7,1,95,5,1,1
8038,100,5,1,75,4,1,1
100,195,9,1,95,5,1,1
195,10,2,0,95,5,1,0
10,15,7,1,50,3,1,1
15,100,4,0,95,5,1,0
100,195,6,1,95,5,1,1
195,185,3,1,5,1,0,0
185,361,9,1,95,5,1,1
361,632,5,1,75,4,1,1
632,600,2,1,5,1,0,0
600,1170,7,1,95,5,1,1
1170,2282,9,1,95,5,1,1
2282,114,8,1,95,5,0,0
114,100,1,0,95,5,0,1
100,95,3,1,5,1,0,0
95,185,6,1,95,5,1,1
185,46,5,1,75,4,0,0
46,44,8,0,5,1,1,0
44,42,3,1,5,1,0,0
42,2,2,0,95,5,1,0
2,100,6,1,95,5,0,0
100,195,4,0,95,5,0,1
195,341,5,0,75,4,0,1
341,665,8,1,95,5,1,1
665,1297,1,0,95,5,0,1
1297,2529,2,0,95,5,0,1
2529,4426,5,1,75,4,1,1
4426,4647,7,0,5,1,0,1
4647,9062,3,0,95,5,0,1
9062,100,4,0,95,5,1,0
100,105,4,1,5,1,1,1
105,205,2,0,95,5,0,1
205,10,3,0,95,5,1,0
10,18,2,0,75,4,0,1
18,100,8,1,95,5,0,0
100,195,7,1,95,5,1,1
195,185,7,0,5,1,1,0
185,361,8,1,95,5,1,1
361,704,1,0,95,5,0,1
704,739,9,0,5,1,0,1
739,1441,8,1,95,5,1,1
1441,2810,2,0,95,5,0,1
2810,140,2,0,95,5,1,0
140,100,5,0,95,5,1,0
100,105,6,0,5,1,0,1
105,205,2,0,95,5,0,1
205,359,5,0,75,4,0,1
359,341,6,0,5,1,1,0
341,665,4,0,95,5,0,1
665,632,4,1,5,1,0,0
632,1232,3,0,95,5,0,1
1232,2402,4,0,95,5,0,1
2402,100,3,1,5,1,0,0
100,95,3,1,5,1,0,0
95,185,1,0,95,5,0,1
185,361,8,1,95,5,1,1
361,451,5,1,25,2,1,1
451,23,7,1,95,5,0,0
23,22,6,0,5,1,1,0
22,38,7,1,75,4,1,1
38,36,9,0,5,1,1,0
36,100,9,0,5,1,0,1
100,5,9,1,95,5,0,0
5,100,6,1,75,4,0,0
100,195,3,0,95,5,0,1
195,205,9,0,5,1,0,1
205,400,8,1,95,5,1,1
400,780,6,1,95,5,1,1
780,1521,2,0,95,5,0,1
1521,2966,9,1,95,5,1,1
2966,5784,1,0,95,5,0,1
5784,11279,1,0,95,5,0,1
11279,100,7,1,95,5,1,1
100,195,9,1,95,5,1,1
195,205,4,1,5,1,1,1
205,215,7,0,5,1,0,1
215,419,8,1,95,5,1,1
419,21,1,0,95,5,1,0
21,26,5,0,25,2,0,1
26,25,8,0,5,1,1,0
25,49,4,0,95,5,0,1
49,100,8,0,5,1,0,1
100,195,6,1,95,5,1,1
195,380,9,1,95,5,1,1
380,741,2,0,95,5,0,1
741,778,4,1,5,1,1,1
778,739,2,1,5,1,0,0
739,37,5,0,95,5,1,0
37,72,2,0,95,5,0,1
72,68,2,1,5,1,0,0
68,100,2,0,95,5,1,0
100,195,2,0,95,5,0,1
195,205,3,1,5,1,1,1
205,400,5,0,95,5,0,1
400,780,2,0,95,5,0,1
780,39,4,0,95,5,1,0
39,2,5,1,95,5,0,0
2,2,7,1,25,2,0,0
2,100,6,1,75,4,0,0
100,5,7,1,95,5,0,0
5,0,8,1,95,5,0,0
