"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,3,0,95,5,0,1
195,10,2,0,95,5,1,0
10,20,8,1,95,5,1,1
20,39,2,0,95,5,0,1
39,76,6,1,95,5,1,1
76,148,9,1,95,5,1,1
148,289,3,0,95,5,0,1
289,564,6,1,95,5,1,1
564,100,6,1,95,5,0,0
100,105,4,1,5,1,1,1
105,5,4,0,95,5,1,0
5,9,9,1,75,4,1,1
9,9,4,1,5,1,0,0
9,18,9,1,95,5,1,1
18,17,4,1,5,1,0,0
17,100,3,0,95,5,1,0
100,5,8,1,95,5,0,0
5,100,7,1,75,4,0,0
100,195,3,0,95,5,0,1
195,380,3,0,95,5,0,1
380,741,3,0,95,5,0,1
741,37,1,0,95,5,1,0
37,2,6,1,95,5,0,0
2,2,3,0,5,1,0,1
2,2,8,1,25,2,1,1
2,2,8,1,25,2,1,1
2,100,7,0,95,5,1,0
100,195,1,0,95,5,0,1
195,380,3,0,95,5,0,1
380,741,1,0,95,5,0,1
741,778,7,0,5,1,0,1
778,1517,2,0,95,5,0,1
1517,2958,8,1,95,5,1,1
2958,5768,9,1,95,5,1,1
5768,11248,1,0,95,5,0,1
11248,100,5,1,95,5,0,0
100,105,6,0,5,1,0,1
105,205,8,1,95,5,1,1
205,10,8,1,95,5,0,0
10,18,9,1,75,4,1,1
18,1,7,1,95,5,0,0
