"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,1,0,95,5,0,1
195,205,5,0,5,1,0,1
205,400,2,0,95,5,0,1
400,780,1,0,95,5,0,1
780,1521,6,1,95,5,1,1
1521,2966,7,1,95,5,1,1
2966,5784,1,0,95,5,0,1
5784,6073,7,0,5,1,0,1
6073,100,1,0,95,5,0,1
100,5,3,0,95,5,1,0
5,10,9,1,95,5,1,1
10,20,2,0,95,5,0,1
20,39,8,1,95,5,1,1
39,37,2,1,5,1,0,0
37,2,8,1,95,5,0,0
2,100,4,1,95,5,0,0
100,105,5,0,5,1,0,1
105,205,9,1,95,5,1,1
205,400,9,1,95,5,1,1
400,780,1,0,95,5,0,1
780,585,5,1,25,2,0,0
585,29,4,0,95,5,1,0
29,57,9,1,95,5,1,1
57,111,1,0,95,5,0,1
111,100,7,0,5,1,1,0
100,105,7,0,5,1,0,1
105,110,4,1,5,1,1,1
110,214,1,0,95,5,0,1
214,417,7,1,95,5,1,1
417,813,3,0,95,5,0,1
813,1585,9,1,95,5,1,1
1585,3091,3,0,95,5,0,1
3091,6027,4,0,95,5,0,1
6027,100,6,1,95,5,1,1
100,195,1,0,95,5,0,1
195,380,9,1,95,5,1,1
380,741,6,1,95,5,1,1
741,37,5,1,95,5,0,0
37,72,7,1,95,5,1,1
72,140,8,1,95,5,1,1
140,273,4,0,95,5,0,1
273,532,8,1,95,5,1,1
532,100,6,0,5,1,1,0
100,175,5,0,75,4,0,1
175,9,3,0,95,5,1,0
9,18,6,1,95,5,1,1
18,35,9,1,95,5,1,1
35,68,9,1,95,5,1,1
68,133,8,1,95,5,1,1
133,66,5,0,50,3,1,0
66,129,8,1,95,5,1,1
129,135,3,1,5,1,1,1
