"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,2,0,95,5,1,0
5,10,4,0,95,5,0,1
10,20,2,0,95,5,0,1
20,100,4,0,95,5,1,0
100,5,4,0,95,5,1,0
5,10,9,1,95,5,1,1
10,20,2,0,95,5,0,1
20,39,6,1,95,5,1,1
39,76,8,1,95,5,1,1
76,148,9,1,95,5,1,1
148,289,8,1,95,5,1,1
289,564,1,0,95,5,0,1
564,100,5,1,75,4,1,1
100,5,2,0,95,5,1,0
5,10,8,1,95,5,1,1
10,100,6,1,95,5,0,0
100,195,4,0,95,5,0,1
195,205,7,0,5,1,0,1
205,10,3,0,95,5,1,0
10,20,8,1,95,5,1,1
20,21,4,1,5,1,1,1
21,41,9,1,95,5,1,1
41,43,6,0,5,1,0,1
43,2,7,1,95,5,0,0
2,100,5,0,5,1,0,1
100,195,9,1,95,5,1,1
195,380,1,0,95,5,0,1
380,19,3,0,95,5,1,0
19,37,6,1,95,5,1,1
37,72,9,1,95,5,1,1
72,4,3,0,95,5,1,0
4,8,2,0,95,5,0,1
8,16,9,1,95,5,1,1
16,100,3,0,95,5,0,1
100,195,4,0,95,5,0,1
195,380,6,1,95,5,1,1
380,19,6,1,95,5,0,0
19,37,3,0,95,5,0,1
37,72,8,1,95,5,1,1
72,140,8,1,95,5,1,1
140,133,3,1,5,1,0,0
133,259,6,1,95,5,1,1
259,246,5,0,5,1,1,0
