"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,5,6,1,95,5,0,0
5,9,1,0,75,4,0,1
9,18,8,1,95,5,1,1
18,4,5,0,75,4,1,0
4,3,5,0,25,2,1,0
3,6,1,0,95,5,0,1
6,6,3,0,5,1,1,0
6,12,2,0,95,5,0,1
12,100,4,0,95,5,1,0
100,195,6,1,95,5,1,1
195,380,9,1,95,5,1,1
380,361,6,0,5,1,1,0
361,704,8,1,95,5,1,1
704,35,2,0,95,5,1,0
35,33,3,1,5,1,0,0
33,64,2,0,95,5,0,1
64,125,1,0,95,5,0,1
125,100,2,0,95,5,0,1
100,195,2,0,95,5,0,1
195,10,6,1,95,5,0,0
10,20,7,1,95,5,1,1
20,21,5,1,5,1,1,1
21,41,3,0,95,5,0,1
41,2,7,1,95,5,0,0
2,2,2,0,5,1,1,0
2,4,8,1,95,5,1,1
4,100,3,0,95,5,1,0
100,195,1,0,95,5,0,1
195,10,4,0,95,5,1,0
10,18,9,1,75,4,1,1
18,35,3,0,95,5,0,1
35,68,9,1,95,5,1,1
68,133,3,0,95,5,0,1
133,7,6,1,95,5,0,0
7,14,1,0,95,5,0,1
14,100,7,1,95,5,1,1
100,195,2,0,95,5,0,1
195,380,9,1,95,5,1,1
380,741,1,0,95,5,0,1
741,1445,7,1,95,5,1,1
1445,2818,4,0,95,5,0,1
2818,5495,2,0,95,5,0,1
5495,10715,7,1,95,5,1,1
10715,20894,1,0,95,5,0,1
20894,100,3,0,95,5,1,0
100,195,1,0,95,5,0,1
195,10,6,1,95,5,0,0
10,20,9,1,95,5,1,1
20,39,9,1,95,5,1,1
39,37,4,1,5,1,0,0
37,72,8,1,95,5,1,1
72,140,8,1,95,5,1,1
140,7,4,0,95,5,1,0
7,14,1,0,95,5,0,1
