"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,2,0,95,5,0,1
195,380,1,0,95,5,0,1
380,190,5,0,50,3,1,0
190,10,4,0,95,5,1,0
10,20,9,1,95,5,1,1
20,5,6,1,75,4,0,0
5,10,1,0,95,5,0,1
10,100,6,1,95,5,0,0
100,195,5,0,95,5,0,1
195,185,6,0,5,1,1,0
185,176,8,0,5,1,1,0
176,343,1,0,95,5,0,1
343,17,2,0,95,5,1,0
17,100,4,0,95,5,1,0
100,195,8,1,95,5,1,1
195,380,9,1,95,5,1,1
380,741,8,1,95,5,1,1
741,1445,1,0,95,5,0,1
1445,2168,5,0,50,3,0,1
2168,4228,8,1,95,5,1,1
4228,211,1,0,95,5,1,0
211,11,8,1,95,5,0,0
11,100,2,0,95,5,1,0
100,195,2,0,95,5,0,1
195,185,3,1,5,1,0,0
185,194,4,1,5,1,1,1
194,340,5,1,75,4,1,1
340,323,3,1,5,1,0,0
323,630,8,1,95,5,1,1
630,32,6,1,95,5,0,0
32,2,9,1,95,5,0,0
2,100,6,0,50,3,0,1
100,195,1,0,95,5,0,1
195,185,3,1,5,1,0,0
185,361,2,0,95,5,0,1
361,704,8,1,95,5,1,1
704,1373,8,1,95,5,1,1
1373,69,9,1,95,5,0,0
69,72,6,0,5,1,0,1
72,140,9,1,95,5,1,1
140,100,8,1,95,5,1,1
100,105,2,1,5,1,1,1
105,205,1,0,95,5,0,1
205,195,4,1,5,1,0,0
195,380,5,1,95,5,1,1
380,741,5,0,95,5,0,1
741,1445,6,1,95,5,1,1
1445,2818,9,1,95,5,1,1
2818,5495,9,1,95,5,1,1
5495,10715,9,1,95,5,1,1
