"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,105,4,1,5,1,1,1
105,110,5,1,5,1,1,1
110,214,7,1,95,5,1,1
214,225,4,1,5,1,1,1
225,439,2,0,95,5,0,1
439,22,7,1,95,5,0,0
22,43,1,0,95,5,0,1
43,41,8,0,5,1,1,0
41,100,9,1,95,5,1,1
100,195,4,0,95,5,0,1
195,10,2,0,95,5,1,0
10,20,9,1,95,5,1,1
20,35,2,0,75,4,0,1
35,68,8,1,95,5,1,1
68,3,4,0,95,5,1,0
3,4,4,0,50,3,0,1
4,5,5,1,25,2,1,1
5,100,1,0,95,5,0,1
100,105,4,1,5,1,1,1
105,184,5,1,75,4,1,1
184,359,6,1,95,5,1,1
359,700,1,0,95,5,0,1
700,35,6,1,95,5,0,0
35,33,2,1,5,1,0,0
33,64,8,1,95,5,1,1
64,67,7,0,5,1,0,1
67,100,9,1,95,5,1,1
100,195,6,1,95,5,1,1
195,185,3,1,5,1,0,0
185,176,7,0,5,1,1,0
176,308,5,1,75,4,1,1
308,601,2,0,95,5,0,1
601,631,6,0,5,1,0,1
631,1230,5,0,95,5,0,1
1230,1538,5,1,25,2,1,1
1538,100,3,1,5,1,0,0
100,95,4,1,5,1,0,0
95,185,1,0,95,5,0,1
185,176,2,1,5,1,0,0
176,9,3,0,95,5,1,0
9,18,2,0,95,5,0,1
18,4,5,1,75,4,0,0
4,5,5,1,25,2,1,1
5,9,8,1,75,4,1,1
9,100,6,1,75,4,0,0
100,195,1,0,95,5,0,1
195,380,2,0,95,5,0,1
380,19,5,0,95,5,1,0
19,37,1,0,95,5,0,1
37,35,1,1,5,1,0,0
35,68,2,0,95,5,0,1
68,133,1,0,95,5,0,1
133,259,3,0,95,5,0,1
259,100,8,0,5,1,0,1
100,195,1,0,95,5,0,1
195,10,2,0,95,5,1,0
10,20,1,0,95,5,0,1
20,35,7,1,75,4,1,1
35,44,5,1,25,2,1,1
44,2,6,1,95,5,0,0
2,3,3,0,50,3,0,1
3,6,9,1,95,5,1,1
6,100,1,1,5,1,0,0
100,195,1,0,95,5,0,1
195,380,2,0,95,5,0,1
380,361,9,0,5,1,1,0
361,343,3,1,5,1,0,0
343,360,2,1,5,1,1,1
360,702,1,0,95,5,0,1
702,1369,1,0,95,5,0,1
1369,1301,4,1,5,1,0,0
1301,100,1,1,5,1,0,0
100,150,5,0,50,3,0,1
150,112,5,0,25,2,1,0
112,218,8,1,95,5,1,1
218,425,3,0,95,5,0,1
425,21,7,1,95,5,0,0
21,37,6,1,75,4,1,1
37,72,8,1,95,5,1,1
72,140,7,1,95,5,1,1
140,100,7,1,95,5,1,1
100,95,6,0,5,1,1,0
95,185,1,0,95,5,0,1
185,361,4,0,95,5,0,1
361,180,5,1,50,3,0,0
180,135,5,0,25,2,1,0
135,128,2,1,5,1,0,0
128,250,8,1,95,5,1,1
250,238,2,1,5,1,0,0
238,100,1,0,95,5,0,1
100,95,8,0,5,1,1,0
95,5,4,0,95,5,1,0
5,10,3,0,95,5,0,1
10,18,8,1,75,4,1,1
18,35,9,1,95,5,1,1
35,68,8,1,95,5,1,1
68,65,1,1,5,1,0,0
65,62,8,0,5,1,1,0
62,100,9,1,95,5,1,1
100,195,1,0,95,5,0,1
195,380,4,0,95,5,0,1
380,19,6,1,95,5,0,0
19,37,7,1,95,5,1,1
37,39,7,0,5,1,0,1
39,76,8,1,95,5,1,1
76,72,3,1,5,1,0,0
72,108,5,0,50,3,0,1
108,100,6,1,95,5,1,1
100,75,5,1,25,2,0,0
75,146,2,0,95,5,0,1
146,285,5,1,95,5,1,1
285,299,4,1,5,1,1,1
299,583,2,0,95,5,0,1
583,874,5,0,50,3,0,1
874,44,3,0,95,5,1,0
44,86,6,1,95,5,1,1
86,100,5,0,5,1,1,0
100,195,9,1,95,5,1,1
195,205,3,1,5,1,1,1
205,400,2,0,95,5,0,1
400,380,7,0,5,1,1,0
380,741,7,1,95,5,1,1
741,37,7,1,95,5,0,0
37,65,5,1,75,4,1,1
65,127,7,1,95,5,1,1
127,100,3,0,95,5,0,1
100,195,2,0,95,5,0,1
195,98,5,0,50,3,1,0
98,74,5,1,25,2,0,0
74,78,3,1,5,1,1,1
78,74,3,1,5,1,0,0
74,144,9,1,95,5,1,1
144,7,7,1,95,5,0,0
7,14,8,1,95,5,1,1
14,100,7,1,95,5,1,1
100,95,3,1,5,1,0,0
95,5,3,0,95,5,1,0
5,4,6,0,25,2,1,0
4,8,8,1,95,5,1,1
8,14,1,0,75,4,0,1
14,27,9,1,95,5,1,1
27,53,2,0,95,5,0,1
53,50,4,1,5,1,0,0
50,100,2,0,95,5,0,1
100,195,9,1,95,5,1,1
195,380,4,0,95,5,0,1
380,361,4,1,5,1,0,0
361,704,9,1,95,5,1,1
704,1373,3,0,95,5,0,1
1373,2677,9,1,95,5,1,1
2677,5220,9,1,95,5,1,1
5220,261,2,0,95,5,1,0
261,100,5,1,50,3,0,0
100,5,8,1,95,5,0,0
5,4,4,0,25,2,1,0
4,4,4,1,5,1,1,1
4,6,3,0,50,3,0,1
6,10,9,1,75,4,1,1
10,100,5,0,95,5,1,0
100,195,1,0,95,5,0,1
195,10,5,0,95,5,1,0
10,18,2,0,75,4,0,1
18,100,8,1,95,5,0,0
100,75,5,0,25,2,1,0
75,4,3,0,95,5,1,0
4,8,5,1,95,5,1,1
8,0,4,0,95,5,1,0
