"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,125,5,1,25,2,1,1
125,244,1,0,95,5,0,1
244,12,8,1,95,5,0,0
12,23,2,0,95,5,0,1
23,100,4,0,95,5,1,0
100,195,6,1,95,5,1,1
195,380,1,0,95,5,0,1
380,741,1,0,95,5,0,1
741,1445,4,0,95,5,0,1
1445,2818,3,0,95,5,0,1
2818,5495,5,0,95,5,0,1
5495,10715,6,1,95,5,1,1
10715,20894,1,0,95,5,0,1
20894,100,7,0,5,1,1,0
100,195,1,0,95,5,0,1
195,10,6,1,95,5,0,0
10,100,8,1,95,5,0,0
100,5,9,1,95,5,0,0
5,6,5,0,25,2,0,1
6,2,8,0,75,4,1,0
2,4,7,1,75,4,1,1
4,7,4,1,75,4,1,1
7,100,7,1,95,5,0,0
100,195,1,0,95,5,0,1
195,380,4,0,95,5,0,1
380,741,2,0,95,5,0,1
741,778,6,0,5,1,0,1
778,1517,9,1,95,5,1,1
1517,2958,3,0,95,5,0,1
2958,5768,8,1,95,5,1,1
5768,10094,5,1,75,4,1,1
10094,100,5,1,5,1,0,0
100,5,3,0,95,5,1,0
5,100,2,0,75,4,1,0
100,105,7,0,5,1,0,1
105,205,7,1,95,5,1,1
205,215,6,0,5,1,0,1
215,204,4,1,5,1,0,0
204,398,3,0,95,5,0,1
398,20,9,1,95,5,0,0
20,39,3,0,95,5,0,1
39,2,4,0,95,5,1,0
2,100,7,0,5,1,1,0
100,195,2,0,95,5,0,1
195,380,7,1,95,5,1,1
380,741,2,0,95,5,0,1
741,1445,1,0,95,5,0,1
1445,1517,5,0,5,1,0,1
1517,76,7,1,95,5,0,0
76,148,1,0,95,5,0,1
148,289,7,1,95,5,1,1
289,100,6,1,95,5,0,0
100,50,5,0,50,3,1,0
50,2,2,0,95,5,1,0
2,2,6,1,5,1,1,1
2,2,7,1,25,2,1,1
2,2,3,1,5,1,0,0
2,4,6,1,95,5,1,1
4,3,5,0,25,2,1,0
3,4,2,0,25,2,0,1
4,100,1,0,95,5,1,0
100,95,6,0,5,1,1,0
95,5,6,1,95,5,0,0
5,10,8,1,95,5,1,1
10,5,8,1,50,3,0,0
5,10,6,1,95,5,1,1
10,20,6,1,95,5,1,1
20,5,5,1,75,4,0,0
5,8,7,1,50,3,1,1
8,100,6,0,25,2,1,0
100,195,7,1,95,5,1,1
195,185,6,0,5,1,1,0
185,361,6,1,95,5,1,1
361,18,3,0,95,5,1,0
18,35,1,0,95,5,0,1
35,2,6,1,95,5,0,0
2,4,3,0,75,4,0,1
4,4,4,1,5,1,1,1
4,100,8,1,75,4,1,1
100,195,4,0,95,5,0,1
195,380,8,1,95,5,1,1
380,399,3,1,5,1,1,1
399,379,6,0,5,1,1,0
379,360,2,1,5,1,0,0
360,702,8,1,95,5,1,1
702,1369,9,1,95,5,1,1
1369,1301,4,1,5,1,0,0
1301,100,1,0,95,5,0,1
100,150,5,0,50,3,0,1
150,292,3,0,95,5,0,1
292,277,4,1,5,1,0,0
277,263,4,1,5,1,0,0
263,513,3,0,95,5,0,1
513,26,8,1,95,5,0,0
26,51,2,0,95,5,0,1
51,99,3,0,95,5,0,1
99,100,9,1,95,5,1,1
100,195,1,0,95,5,0,1
195,185,3,1,5,1,0,0
185,361,1,0,95,5,0,1
361,18,6,1,95,5,0,0
18,100,2,0,95,5,1,0
100,195,2,0,95,5,0,1
195,380,1,0,95,5,0,1
380,19,3,0,95,5,1,0
19,37,4,0,95,5,0,1
37,39,7,0,5,1,0,1
39,2,2,0,95,5,1,0
2,4,9,1,95,5,1,1
4,6,9,1,50,3,1,1
6,100,9,1,95,5,1,1
100,195,5,1,95,5,1,1
195,380,8,1,95,5,1,1
380,399,4,1,5,1,1,1
399,778,4,0,95,5,0,1
778,1517,9,1,95,5,1,1
1517,1593,2,1,5,1,1,1
1593,1513,6,0,5,1,1,0
1513,2950,9,1,95,5,1,1
2950,100,6,1,95,5,1,1
100,5,1,0,95,5,1,0
5,9,2,0,75,4,0,1
9,100,8,1,95,5,0,0
100,195,7,1,95,5,1,1
195,380,3,0,95,5,0,1
380,741,8,1,95,5,1,1
741,1445,1,0,95,5,0,1
1445,2818,1,0,95,5,0,1
2818,5495,9,1,95,5,1,1
5495,10715,9,1,95,5,1,1
10715,13394,5,1,25,2,1,1
13394,100,8,0,5,1,1,0
100,195,7,1,95,5,1,1
195,380,8,1,95,5,1,1
380,741,4,0,95,5,0,1
741,704,4,1,5,1,0,0
704,1373,4,0,95,5,0,1
1373,1304,2,1,5,1,0,0
1304,2543,8,1,95,5,1,1
2543,127,4,0,95,5,1,0
127,100,2,0,95,5,1,0
100,195,1,0,95,5,0,1
195,185,4,1,5,1,0,0
185,361,8,1,95,5,1,1
361,18,9,1,95,5,0,0
18,27,5,1,50,3,1,1
27,53,7,1,95,5,1,1
53,103,1,0,95,5,0,1
103,98,7,0,5,1,1,0
98,93,7,0,5,1,1,0
