"trial.initial.points","trial.final.points","n.left.colour.boxes","left.colour.chosen","percentage.staked","stake.index","left.won","subject.won"
100,195,9,1,95,5,1,1
195,380,8,1,95,5,1,1
380,399,3,1,5,1,1,1
399,499,5,1,25,2,1,1
499,973,3,0,95,5,0,1
973,1897,3,0,95,5,0,1
1897,1802,3,1,5,1,0,0
1802,1352,5,1,25,2,0,0
1352,100,7,1,95,5,0,0
100,5,2,0,95,5,1,0
5,6,6,1,25,2,1,1
6,8,1,0,25,2,0,1
8,14,7,1,75,4,1,1
14,27,2,0,95,5,0,1
27,100,4,0,95,5,1,0
100,5,5,1,95,5,0,0
5,9,8,1,75,4,1,1
9,18,7,1,95,5,1,1
18,35,2,0,95,5,0,1
35,68,2,0,95,5,0,1
68,3,9,1,95,5,0,0
3,4,5,1,50,3,1,1
4,7,9,1,75,4,1,1
7,100,4,0,75,4,0,1
100,195,7,1,95,5,1,1
195,380,4,0,95,5,0,1
380,19,7,1,95,5,0,0
19,20,5,0,5,1,0,1
20,39,1,0,95,5,0,1
39,41,3,1,5,1,1,1
41,43,6,0,5,1,0,1
43,84,4,0,95,5,0,1
84,100,2,0,95,5,0,1
100,5,4,0,95,5,1,0
5,10,1,0,95,5,0,1
10,20,8,1,95,5,1,1
20,39,9,1,95,5,1,1
39,76,6,1,95,5,1,1
76,148,2,0,95,5,0,1
148,185,5,1,25,2,1,1
185,361,1,0,95,5,0,1
361,100,2,0,95,5,0,1
100,95,3,1,5,1,0,0
95,5,3,0,95,5,1,0
5,9,9,1,75,4,1,1
9,18,2,0,95,5,0,1
18,35,9,1,95,5,1,1
35,68,1,0,95,5,0,1
68,51,5,1,25,2,0,0
51,3,8,1,95,5,0,0
3,2,4,0,25,2,1,0
